,P.Mut.KRAS,P.Mut.TP53,P.gAEP033,P.chr18.del.single.1,P.chrX.del.single.1,P.Mut.SMAD4,P.chr20.amp.single.1,P.chr17.del.single.1,P.Mut.CDKN2A,P.Mut.ARID1A,P.Mut.RNF43,P.Mut.MEN1,P.Mut.TGFBR2,P.Mut.KDM6A,P.Mut.KMT2D,P.Mut.GNAS,P.Mut.DAXX,P.Mut.KMT2C,P.Mut.ATM,P.Mut.RBM10,P.Mut.BRCA2,P.Mut.SETD2,P.Mut.ATRX,P.Mut.PIK3CA,P.Mut.RB1,P.Mut.TGFBR1,P.Mut.SMARCA4,P.Mut.SMAD3,P.Mut.MAP2K4,P.Mut.TSC2,P.Mut.BCOR,P.Mut.U2AF1,P.Mut.SF3B1,P.Mut.STK11,P.Mut.PTPRT,Seeding,Sampling
P.Mut.GNAS,-0.000585106791250524,-1.310555971964477,-0.013890768466069982,-0.002607291762046361,-0.00149190405951154,0.0027745548301731406,-0.0027937439329153092,-0.0012991439529976881,-0.0004674211085242048,-0.0006040986506529442,0.0013666071420091147,-0.0028078236567407617,-4.2035496731771275e-05,4.195308402740003e-05,-0.00016680193721335172,-5.504608848543876,-0.0037226093486817744,8.07942888570878e-05,-0.000336474484855917,0.0002499991139898637,-0.00041772011135284644,0.00035478266378859065,-0.00048524363773253887,0.0008895255515665526,0.0002928505938522501,0.0004176462944937171,-0.00018360429180202262,3.7809484664188235e-05,-0.00019849802994411847,-0.0005743399720545204,0.000539067856743902,2.6954122741259105e-06,0.00032364469064141157,-5.0724850764749215e-05,-9.291970465084117e-05,-0.02405263816566589,0.0
P.Mut.DAXX,-1.8075759810017007,-0.0005057189083030629,-0.0012158142722071754,-0.001280492544888254,-0.0008310716777671246,-0.0020003856207311717,0.0017860455277235112,-0.0009381880845835888,-0.0012143431827054331,0.0005954987689904735,-0.0010732224784513824,3.057179836500235,-0.00048489897023204465,-0.00018279599412660553,-0.0005675455734241918,-0.00038047530788966815,-5.290891928115106,-0.000466835167138099,-0.00013778926325750952,-0.00021414504430699197,-0.00038203068510730953,-0.0007888124273420912,-0.0027619474447903103,-0.0002882313557262095,-0.00020797401526267354,-5.633324795396548e-05,0.0001799771249428236,-2.043864399368096e-05,-0.00013451208650286337,0.0007576916540998548,1.3894419258301971e-05,0.001693206116214761,-8.849258473065886e-05,-0.0002371517633273831,-0.00029113524866185384,0.3066563130659933,0.0
P.Mut.KMT2C,-0.003906608923924455,-0.8680302605090993,-0.0033979774780122773,-0.003670750644177932,-0.001385920227473329,0.0011287536067438161,0.00014766258286265558,-0.0010324574377773975,-0.0011667581636044186,0.0031433357214360525,0.00023813155277518965,0.001968751980442638,0.00022999714847800795,-8.598430758729558e-05,0.0018267835358268959,0.00022408120740151607,0.0013391701071479361,-5.563226781740345,-0.0006732985227978565,6.12412859791497e-05,-0.0002939451881213985,0.0007881734846401319,-0.0004373329769733273,0.0003692169708363545,-0.00021380826029204403,0.0003070831942257842,-2.7063914940413055e-06,-0.00010006253014510588,-0.0002880783693289422,0.0012841261172830728,0.00047652887987407246,-0.00011214558646309543,-0.00011132963687616642,0.0003275321424438477,1.2442787744414011e-06,-0.003238593434359121,0.0
P.Mut.ATM,-0.10050134609666315,-0.4221006210317174,-0.0078021049167545506,-0.0014793357797206633,-0.0013225842360806484,-0.0010082809768123286,-0.0030638894620414864,-0.0013371911179895905,-0.0011369978835347571,-0.0023673062878054787,-0.0005687993130264398,-0.001857231390065153,-0.0001445449798966129,-7.388786724572107e-05,-0.00019362238552897396,-3.743906897381783e-05,0.0017736815678208505,-0.0005420385617266419,-5.917173533568479,9.111428516996255e-05,0.0009672199072935518,0.0007792341117686239,0.0008889596677013341,5.822633824547903e-06,-0.00018229959646872546,2.1218794217114905e-05,-0.00017554683160551693,0.0010937302568069986,-0.00019689847665689967,-0.0004390502781170605,3.0084370463091768e-05,-9.439427547396103e-05,-4.008192596058332e-05,2.6937946830132788e-05,-0.00010460074504674252,0.000921292082319978,0.0
P.Mut.RBM10,-0.0002573424105154539,-0.004634135094483909,-0.0006086889655690952,-0.00019375849241118402,-0.00015608831068279451,-0.00023478727767257956,-0.0004623065970360097,-0.00037169298603886115,-0.0007669402917704841,0.000768161925825603,0.00027088967058623505,-0.0004010819687039277,0.0002135906958988612,0.0001483438390178669,-0.00016238813746742928,0.00033218158099444274,-0.0005149991783727678,-1.7596667411400928e-05,6.019421402706552e-05,-6.966190335956137,-1.2814570264497729e-05,1.3736281214339337e-05,-0.0001664083202236424,0.0002764057967227177,7.936642034966709e-05,-5.379667367709786e-05,3.1472451083055355e-05,-9.308327493560121e-05,-7.788439513758564e-05,-4.05638782926705e-05,8.247261970885771e-05,-4.1420959564924135e-05,0.00020893456321464146,8.200671893778296e-05,6.151935838945717e-05,-0.01507547041165353,0.0
P.Mut.BRCA2,-1.455795154251018,-0.0014314442275188645,-0.0005388295077363572,0.0004100473291006091,0.000119237782977035,-0.00140075935189241,-0.004668799676593935,0.00035944024789909897,-0.001172037964335383,0.0003852307368524599,-0.000599481553962799,-0.004956551042023479,-8.558562587531016e-05,2.054237044822762e-05,-0.0001418374506583164,-0.00027276930905320817,0.0007039842355603865,-0.00032521950434129287,0.001504030509096032,3.1631634119530874e-06,-5.441966427216939,0.0009747068849956466,0.0008366559498855086,-8.462972370058731e-05,-0.0002009355076732066,-0.00010729934772573886,-0.00020233356888230578,0.0013518771714193785,-0.00013062672834641192,0.0006273410056266449,2.291915726647121e-05,-5.537683047667017e-05,-9.483313045213005e-05,-2.3838062160818418e-05,-0.0001004828784079745,0.0011615376316521254,0.0
P.Mut.SETD2,-1.085321756588838,0.0007138508757048287,-0.020903039053897426,-0.005780210118312889,-0.00015608863613426904,0.0002639943137720814,4.896762225425983e-05,-0.0013380673998907291,-0.0016145302667370045,0.0010962306531777865,5.982579552470277e-05,0.019459106349679598,0.00016865194372522082,-6.637829159988526e-05,0.0006682530003348029,0.0003965392419263317,0.020955221519341285,0.0004198080734032525,0.001381698924156273,7.041086072733496e-05,0.001016766267764094,-5.331302459368919,0.0015081999874103646,0.00042601591926787424,0.0012265791365819103,0.00039446929010831307,-0.00016292841325398277,0.0014547494560847864,-0.00017946328607665562,0.0008524300747093433,0.0004289665214122992,-9.130343217535125e-05,-2.260413212417359e-05,0.0002771253547543738,-3.267332087222763e-05,0.0038860826204262598,0.0
P.Mut.ATRX,-2.4650791386363666,-0.002308382885374267,-0.0008356656314080848,-0.0023669532481874304,-0.0002616132396023183,-0.0013787809254576493,0.0033927622994104328,-0.0015767288971928746,-0.0013972940104248189,8.23859299844874e-05,-0.0009829949342029171,0.6928434228216804,-0.00016912133386248466,-0.00013722116972564438,-0.0002221931232817772,-0.0001325484586101962,5.062800880591225e-05,-0.0004367118862557624,0.0015012037203825568,-7.095927787768031e-05,0.0009264731305307484,0.0014749680584865853,-5.034772525117585,-7.967575230053235e-05,-0.00015434006938093035,-0.0001078316326870324,-0.0004287128677346417,0.0013281052462560561,-0.00011910938323209274,-0.0012276731824402043,-7.890228688804454e-05,-5.383580202529931e-05,-7.012846992564734e-05,-3.1371235969754975e-05,-4.8675189345240276e-05,-0.024405476760638214,0.0
P.Mut.PIK3CA,-3.6009422607192717e-06,-0.0033046943575432797,-0.0005297763384410663,-0.0008287746076821135,-9.335485841113169e-05,-0.00033351615963898124,-0.0009265385509087094,0.00035332060801370526,-0.0003680319943188787,-0.00011563782051235826,0.0001314387235429483,0.0001288833667249934,0.000461486880826029,0.00014507483613248064,0.0005490436433908954,0.001172568450262675,-0.00047536643766847206,0.00039719370082693636,-5.5674511892468466e-05,0.00027986387972372945,-0.00013876572536373848,0.0006155614252074078,-0.00015249372986661432,-7.043126656939842,8.575176891492561e-05,0.00016416334694040581,0.00014698040558067273,0.0002380795796949298,-7.846136781002131e-05,-0.0001512419890905581,0.00019317282039526705,-3.8279048069970724e-05,6.959821829109917e-05,0.0004341526762091672,-4.432248821308206e-05,-0.010983888465438886,0.0
P.Mut.RB1,-0.0005963017958397506,-0.001120886310621219,-0.0007403975604135186,-0.0012868112483355328,-0.0006297529922439459,0.0006487631640367227,-0.0006162047750553838,-0.0008940539556784933,-0.0013068811759518444,-0.00018790771777061724,6.125022881211357e-05,-0.0006869253910581288,-6.01576640191866e-05,-0.00011723271166209165,-0.00011966229854167998,0.00033740539436564234,-0.0005576955238025675,-0.00023925264372391328,-0.00013307013581098713,0.00014296448282318766,-0.00021457670024289195,0.0020609579352500467,-0.00022482946267279546,0.0001466169158313806,-6.636026684228627,-7.509218568795188e-05,-0.00011751766848189444,-0.00013361648696191117,-0.00010688905171819064,-0.00013005548950211027,6.682728132076996e-05,-6.0530575892860856e-05,-0.00010441419692928182,7.408636664392069e-05,3.7383741903883107e-05,0.008386925020762034,0.0
P.Mut.TGFBR1,-0.0006512549658179482,-0.002003177225977542,-0.0007386187474701201,-0.0007453828911860864,-0.00040372826395140187,-0.0008865184723432162,-0.0009350698631060859,-7.454897481353995e-05,-0.0005650519421007918,-7.381889656084884e-05,0.0006545280458229624,-0.000588207029239997,-4.282261884123216e-05,0.00011990827402963783,0.0004758771124936305,0.0003590336330731956,-0.0005248740668027509,0.00011874895645630968,-0.00015528549211190273,-6.678360420390139e-05,-0.00018896508438352217,0.0003003319885592489,-0.00020129989680021072,0.00015393784905742207,-0.00018380178873523772,-6.744952366138377,-0.00010560574831056953,-1.1324827221680695e-05,-0.0001068653620156921,-0.000205166659305616,0.000522958064067643,-5.860004698718895e-05,1.4892539650723856e-05,-3.132379917945938e-05,-6.25514177855552e-05,0.015540784357504146,0.0
P.Mut.SMARCA4,-0.006784842631835639,-0.022203989421730817,-0.0002543541335866376,-0.003407858663350043,-1.3176695905386814e-05,0.0027020756418532155,0.2131887333913207,-0.0015516916725305575,-0.0018834374698706595,-0.0008902644978566597,-0.0006639593241370314,0.0019566781982327582,-0.00012643731336033252,-4.29250239834188e-05,-0.00030586738872465455,-0.0003327645525490484,0.001436473276315552,-0.0002659190858096633,-0.0003566813067335919,1.8678458039785357e-05,-0.00027858299505958284,-0.0003547272247521135,-0.0003348397115918396,0.0001251685962225971,-0.000287409315958117,-0.00010322226953566845,-6.342896017217318,-6.942514720794846e-05,-0.00015281004275211548,0.0015224615337709945,-6.361160112829849e-05,-8.527901584072826e-05,1.2897568576991745e-06,6.376719452161458e-05,-9.392751520838202e-05,0.0007888382209665706,0.0
P.Mut.SMAD3,-0.0017764098456226943,0.0006150787060061068,0.000327709605168043,0.0009786416676238893,0.0009227596788516052,-0.00140615649202555,-0.0012095756998131385,0.0007762703292518881,0.000896813230070522,0.000885793464393777,-0.00019308112760490188,-0.0008558133422462379,-5.6830861239361616e-05,0.00011122824910211356,-0.0001269625416241754,-8.735544023464508e-06,0.0028322351653035037,-0.00025736749462598865,0.001617759032945464,-7.127471336274218e-05,0.0014062316414489016,0.0013575769073666912,0.0014033446242284714,0.00025932643493176095,-0.00020773245478076602,2.517380443814591e-05,-4.2557782831597556e-06,-6.635119318454686,-2.4229458399441754e-06,-0.00022882523989069535,-4.221373735848418e-05,-6.586425745576132e-05,1.1980715741657583e-05,-3.6239475971386704e-05,-7.25833607248351e-05,0.0036682627855189314,0.0
P.Mut.MAP2K4,-0.0016047489904068017,-0.0009820616219748729,-0.000620805769265274,-0.0004781212494645147,-0.0005753022023155981,-0.0007012109444773277,-0.0008994555607092276,-0.00013085102103110543,-0.0004961052021642664,-0.00030034404299249137,-0.00028890900755788326,-0.00049310347696748,-0.00010146778406407703,0.0005625231987270244,-0.00013925188657844544,-1.0913633733415617e-05,-0.00044501855920567915,-0.00021744000802400096,-0.0001549005791689158,-4.145702251325891e-05,-0.00012502162909069057,-0.00020360529272030946,-0.00013394804795585806,-4.1046518213521695e-05,-0.00012308388154587792,-4.369527180216623e-05,-6.925255095024195e-05,3.363373091059108e-05,-7.146134043907018,-0.00013986531684020994,-3.0890598794058355e-05,-3.6302934254723516e-05,-6.231649091730066e-05,-1.9900468057746945e-05,0.00046125487398937124,-0.002496947804793215,0.0
P.Mut.TSC2,-1.7219515783382033,-0.00011157647041277834,0.00039854813962506366,0.0007622171000196701,0.0014762628423057014,-0.0007301402515562296,-0.0002972162813050987,0.0009617515683587396,-0.0016942571073743536,0.0012373795587827287,-0.0004285672791648583,1.6650265155062351,9.97813134889144e-05,-6.168170911791782e-05,-5.994124606519635e-05,-0.00015210815340318303,0.6403399810991162,0.0011941132551412071,-0.0004504271041068784,6.095358951465819e-05,0.0011178498595907057,0.0007693687867106631,0.0005573402068926982,-5.4744371275695534e-05,3.251667732654195e-06,-4.8704044979144277e-05,0.0010286016405941741,-0.00033766140296480243,-7.163570912850655e-05,-6.133660132021482,-3.6324513226593195e-05,-4.767530631841566e-05,-4.8007708577347726e-05,-3.6844495843761085e-05,4.0750841635271175e-05,0.7083224165006012,0.0
P.Mut.BCOR,-0.001003200427372772,-0.0014444873654335074,0.00024125187837465055,0.00030446007178154175,-0.0002515510435673956,-0.00042704263415467146,-0.00025415445939462936,-0.0003197884473528584,0.00041905125270877766,0.00039686121554773687,0.0010296928857928681,-0.0003606562505207259,3.874463314400984e-05,-4.567812830750905e-05,0.00012525334043272184,0.0006405355767044953,-0.00018155134699076447,0.0004069279408435314,4.639401804118414e-06,8.3868663568747e-05,4.1020625095620214e-05,0.00047781743625372494,-9.74900176315993e-05,0.0001866105661260344,2.349560964189799e-05,0.0005319726683259806,-5.5422405138987475e-05,-5.346101926594544e-05,-4.5351288521211175e-05,-0.00010030140700659894,-7.469632875129965,-2.5653633636437393e-05,8.736137535555136e-05,-1.2515098669535082e-05,-2.808850907080216e-05,-0.002216926207082727,0.0
P.Mut.U2AF1,0.0003954329528776345,-0.0010498218272431195,-4.4611138507288264e-05,0.0012410780216590227,-0.001002373790831262,-0.0010279770664444524,-0.0009319752992943598,-0.0007255460424475494,-0.0009778305635064978,-0.0005974488844608404,0.0040291682338491905,-0.0006523141824952883,-1.6965476195724787e-05,-8.361770251066898e-05,-0.00017690230195258627,-6.694262001510929e-05,0.0008112498460397267,-0.0002825025587625663,-0.0001964823634471519,-5.403725366154618e-05,-0.00016381854334739028,-0.00026368215731462097,-0.00017201497940605364,-5.373500993463456e-05,-0.00015855205516224812,-5.891149802281202e-05,-8.671364910617018e-05,-0.00010188029334031958,-8.389987032308073e-05,-0.00017550103181188104,-3.079167286642448e-05,-6.8993469153793665,-7.597692163261462e-05,-2.7005349506350415e-05,-5.3918466713185664e-05,0.00027292554333977723,0.0
